295534118.228815734386 0.000085125000
295534118.228815734386	2453650.675858265255	65840.092459545980	-2684960.639794483315	2.45568380685561483	-2.75800484586524419	3.03368929146551025
295534118.245840728283	2453694.238124001306	65834.378348282597	-2684921.491852457635	2.45566841503264088	-2.75800305210058605	3.03368684936735322
295534118.262865722179	2453737.799754572101	65828.664081820767	-2684882.343221253715	2.45565302320043521	-2.75800125828123566	3.03368440730456923
295534118.279890716076	2453781.360753715038	65822.949698163706	-2684843.193906754255	2.45563764059923439	-2.75799958712433835	3.03368204719498369
295534118.296915709972	2453824.921107662376	65817.235210722632	-2684804.043891122099	2.45562229524724485	-2.75799841054857975	3.03368001728346082
295534118.313940763474	2453868.480956761632	65811.520580027951	-2684764.893043997232	2.45560694988637129	-2.75799723392659235	3.03367798740068428
295534118.330965757370	2453912.040044330992	65805.805817969493	-2684725.741652919445	2.45559160451547687	-2.75799605726068053	3.03367595754969077
295534118.347990751266	2453955.598452274222	65800.090963119379	-2684686.589552009478	2.45557625913342603	-2.75799488055315090	3.03367392773351696
295534118.365015745163	2453999.156239226926	65794.375991177963	-2684647.436761750374	2.45556091374135432	-2.75799370380169728	3.03367189794912751
295534118.382040739059	2454042.713392630685	65788.660895327892	-2684608.283283768222	2.45554557435413123	-2.75799240966487380	3.03366980666559316
295534118.399065732956	2454086.269891547505	65782.945664358063	-2684569.129104766063	2.45553025214600185	-2.75799078022944055	3.03366753961128266
295534118.416090726852	2454129.825758817606	65777.230318449932	-2684529.974245440681	2.45551492992556941	-2.75798915074900108	3.03366527259877028
295534118.433115720749	2454173.380974103231	65771.514853062850	-2684490.818677639123	2.45549960769396769	-2.75798752122125235	3.03366300562502378
295534118.450140714645	2454216.935560746118	65765.799263830326	-2684451.662425030954	2.45548428545119846	-2.75798589164619345	3.03366073869004227
295534118.467165708542	2454260.489516413305	65760.083546265378	-2684412.505486155860	2.45546896319725949	-2.75798426202382663	3.03365847179382797
295534118.484190762043	2454304.042971898802	65754.367694451954	-2684373.347718702629	2.45545381036406329	-2.75798266658545765	3.03365626388476128
295534118.501215755939	2454347.595619964879	65748.651746873526	-2684334.189379246440	2.45543888020350387	-2.75798111606055185	3.03365413342834023
295534118.518240749836	2454391.147658709902	65742.935655400055	-2684295.030366820749	2.45542395003224767	-2.75797956549146583	3.03365200300851745
295534118.535265743732	2454434.699001509231	65737.219482312867	-2684255.870628238656	2.45540901985029336	-2.75797801487820049	3.03364987262529384
295534118.552290737629	2454478.249783185776	65731.503140940506	-2684216.710243225098	2.45539408965764139	-2.75797646422075582	3.03364774227867073
295534118.569315731525	2454521.799885899760	65725.786693404647	-2684177.549142437987	2.45537915945429130	-2.75797491351913360	3.03364561196864857
295534118.586340725422	2454565.349341105204	65720.070130937980	-2684138.387342032045	2.45536402780991780	-2.75797327029910644	3.03364336998546058
295534118.603365719318	2454608.898165308870	65714.353446848239	-2684099.224852389656	2.45534870426715779	-2.75797153894407199	3.03364102163154437
295534118.620390713215	2454652.446350428276	65708.636638849843	-2684060.061683992390	2.45533338071188867	-2.75796980754284649	3.03363867332099346
295534118.637415707111	2454695.993864286691	65702.919718079327	-2684020.897801221348	2.45531805714751661	-2.75796807608851680	3.03363632504470404
295534118.654440760612	2454739.540929521434	65697.202645372279	-2683981.733097071759	2.45530273357063589	-2.75796634458799694	3.03363397681178082
295534118.671465754509	2454783.087181848940	65691.485463509031	-2683942.567835830152	2.45528740998351713	-2.75796461303667861	3.03363162861615487
295534118.688490748405	2454826.632802528795	65685.768166747032	-2683903.401894263923	2.45527268669993504	-2.75796379299563243	3.03362853611317407
295534118.705515742302	2454870.177776102442	65680.050757288656	-2683864.235244166106	2.45525821457262738	-2.75796335427961470	3.03362513220563690
295534118.722540736198	2454913.722113383003	65674.333217262072	-2683825.067913800012	2.45524374243750199	-2.75796291550321770	3.03362172831733012
295534118.739565730095	2454957.265803124756	65668.615569016314	-2683785.899880845100	2.45522927029456017	-2.75796247666644012	3.03361832444825374
295534118.756590723991	2455000.808859551325	65662.897787983864	-2683746.731160166673	2.45521479814380106	-2.75796203776928284	3.03361492059840998
295534118.773615717888	2455044.351263795048	65657.179883060278	-2683707.561736956239	2.45520032598636018	-2.75796159880944058	3.03361151676476481
295534118.790640711784	2455087.893058020622	65651.461854377878	-2683668.391643746756	2.45518519006359748	-2.75796020518306717	3.03360887890165287
295534118.807665705681	2455131.434173521586	65645.743710631912	-2683629.220834765118	2.45516985195841775	-2.75795852073951808	3.03360647437146769
295534118.824690759182	2455174.974839370232	65640.025412778865	-2683590.049225195311	2.45515451373313009	-2.75795683623786658	3.03360406986808062
295534118.841715753078	2455218.514700582251	65634.307012534919	-2683550.877042111009	2.45513917560667316	-2.75795515169329697	3.03360166541410115
295534118.858740746975	2455262.053906366229	65628.588506257758	-2683511.704160977621	2.45512383746787277	-2.75795346710167744	3.03359926100277866
295534118.875765740871	2455305.592478595674	65622.869876144934	-2683472.530592121184	2.45510849931672848	-2.75795178246300932	3.03359685663411360
295534118.892790734768	2455349.130403093994	65617.151133376407	-2683433.356326616835	2.45509378065818096	-2.75795087299779196	3.03359546133290614
295534118.909815728664	2455392.667689175345	65611.432253333303	-2683394.181376415771	2.45507909450109896	-2.75795000418194691	3.03359411900976594
295534118.926840722561	2455436.204347059131	65605.713238340963	-2683355.005738436710	2.45506440833643058	-2.75794913533133856	3.03359277670940841
295534118.943865716457	2455479.741367635783	65599.995200287143	-2683315.829613420647	2.45504972216190165	-2.75794826645057922	3.03359143443790469
295534118.960890710354	2455523.276698347647	65594.275984400607	-2683276.652563020587	2.45503503597864992	-2.75794739753736406	3.03359009219221942
295534118.977915763855	2455566.811575164553	65588.556600961281	-2683237.474703179207	2.45502034978780914	-2.75794652858938694	3.03358874996932038
295534118.994940757751	2455610.345666018780	65582.837101806042	-2683198.296290573664	2.45500469697140122	-2.75794503182692807	3.03358652235677528
295534119.011965751648	2455653.879106091801	65577.117512324097	-2683159.117179860827	2.45498885340155759	-2.75794341114116692	3.03358412007244516
295534119.028990745544	2455697.411940291990	65571.397758923005	-2683119.937388724647	2.45497300982245870	-2.75794179039987242	3.03358171782197772
295534119.046015739441	2455740.944086752366	65565.677917240013	-2683080.756895269267	2.45495716622956017	-2.75794016961227095	3.03357931561751082
295534119.063040733337	2455784.475634322036	65559.957931817960	-2683041.575722789392	2.45494132262626863	-2.75793854877144540	3.03357691344994373
295534119.080065727234	2455828.006481053308	65554.237858110122	-2683002.393824211322	2.45492564601209740	-2.75793696331658733	3.03357437879346303
295534119.097090721130	2455871.536742900033	65548.517618332655	-2682963.211264446378	2.45491061985311321	-2.75793551583051944	3.03357132797341666
295534119.114115715027	2455915.066332546528	65542.797294878939	-2682924.027993278578	2.45489559368316801	-2.75793406828916066	3.03356827719141764
295534119.131140708923	2455958.595289085992	65537.076836451204	-2682884.844031417277	2.45488056750339911	-2.75793262069020395	3.03356522644443150
295534119.148165762424	2456002.123771951534	65531.356241724097	-2682845.659251247533	2.45486554120595413	-2.75793117302887003	3.03356217571814613
295534119.165190756321	2456045.651444477495	65525.635533465218	-2682806.473915441893	2.45485051500880713	-2.75792972531010649	3.03355912503512259
295534119.182215750217	2456089.178486160934	65519.914714823019	-2682767.287881487515	2.45483539055060884	-2.75792822209284072	3.03355628778601982
295534119.199240744114	2456132.704897097312	65514.193759012865	-2682728.101161266211	2.45482000072022855	-2.75792656906027434	3.03355402692704290
